id,school_id,overall_sentiment,original_publish_time,created_at,updated_at
25,1,negative,2014-03-21T07:16:23Z,2014-03-22 21:23:03 UTC,2014-03-22 21:23:03 UTC
26,1,negative,2014-03-21T07:16:21Z,2014-03-22 21:23:03 UTC,2014-03-22 21:23:03 UTC
27,1,neutral,2014-03-21T07:15:56Z,2014-03-22 21:23:03 UTC,2014-03-22 21:23:03 UTC
28,1,negative,2014-03-21T07:14:46Z,2014-03-22 21:23:04 UTC,2014-03-22 21:23:04 UTC
29,1,negative,2014-03-21T07:14:06Z,2014-03-22 21:23:04 UTC,2014-03-22 21:23:04 UTC
30,1,negative,2014-03-21T07:11:57Z,2014-03-22 21:23:04 UTC,2014-03-22 21:23:04 UTC
31,1,neutral,2014-03-21T07:11:35Z,2014-03-22 21:23:05 UTC,2014-03-22 21:23:05 UTC
32,1,positive,2014-03-21T07:09:21Z,2014-03-22 21:23:05 UTC,2014-03-22 21:23:05 UTC
33,1,positive,2014-03-21T07:09:17Z,2014-03-22 21:23:05 UTC,2014-03-22 21:23:05 UTC
34,1,positive,2014-03-21T07:08:26Z,2014-03-22 21:23:06 UTC,2014-03-22 21:23:06 UTC
35,1,negative,2014-03-21T07:08:25Z,2014-03-22 21:23:06 UTC,2014-03-22 21:23:06 UTC
36,1,positive,2014-03-21T07:07:36Z,2014-03-22 21:23:06 UTC,2014-03-22 21:23:06 UTC
37,1,negative,2014-03-21T07:06:53Z,2014-03-22 21:23:06 UTC,2014-03-22 21:23:06 UTC
38,1,positive,2014-03-21T07:06:39Z,2014-03-22 21:23:07 UTC,2014-03-22 21:23:07 UTC
39,1,negative,2014-03-21T07:05:45Z,2014-03-22 21:23:07 UTC,2014-03-22 21:23:07 UTC
40,1,neutral,2014-03-21T07:05:16Z,2014-03-22 21:23:13 UTC,2014-03-22 21:23:13 UTC
41,1,negative,2014-03-21T07:05:10Z,2014-03-22 21:23:14 UTC,2014-03-22 21:23:14 UTC
42,1,positive,2014-03-21T07:04:48Z,2014-03-22 21:23:14 UTC,2014-03-22 21:23:14 UTC
43,1,negative,2014-03-21T07:04:14Z,2014-03-22 21:23:14 UTC,2014-03-22 21:23:14 UTC
44,1,negative,2014-03-21T07:03:49Z,2014-03-22 21:23:15 UTC,2014-03-22 21:23:15 UTC
45,1,negative,2014-03-21T07:03:45Z,2014-03-22 21:23:15 UTC,2014-03-22 21:23:15 UTC
46,1,positive,2014-03-21T07:03:14Z,2014-03-22 21:23:15 UTC,2014-03-22 21:23:15 UTC
47,1,positive,2014-03-21T07:02:36Z,2014-03-22 21:23:16 UTC,2014-03-22 21:23:16 UTC
48,1,negative,2014-03-21T07:02:13Z,2014-03-22 21:23:16 UTC,2014-03-22 21:23:16 UTC
49,1,positive,2014-03-21T07:01:59Z,2014-03-22 21:23:16 UTC,2014-03-22 21:23:16 UTC
50,1,negative,2014-03-21T07:00:54Z,2014-03-22 21:23:16 UTC,2014-03-22 21:23:16 UTC
51,1,neutral,2014-03-21T06:59:07Z,2014-03-22 21:23:17 UTC,2014-03-22 21:23:17 UTC
52,1,positive,2014-03-21T06:55:42Z,2014-03-22 21:23:17 UTC,2014-03-22 21:23:17 UTC
53,1,positive,2014-03-21T06:55:39Z,2014-03-22 21:23:17 UTC,2014-03-22 21:23:17 UTC
54,1,negative,2014-03-21T06:54:38Z,2014-03-22 21:23:18 UTC,2014-03-22 21:23:18 UTC
55,1,positive,2014-03-21T06:54:27Z,2014-03-22 21:23:18 UTC,2014-03-22 21:23:18 UTC
56,1,neutral,2014-03-21T06:53:58Z,2014-03-22 21:23:18 UTC,2014-03-22 21:23:18 UTC
57,1,positive,2014-03-21T06:53:43Z,2014-03-22 21:23:18 UTC,2014-03-22 21:23:18 UTC
58,1,neutral,2014-03-21T06:53:03Z,2014-03-22 21:23:19 UTC,2014-03-22 21:23:19 UTC
59,1,negative,2014-03-21T06:52:59Z,2014-03-22 21:23:19 UTC,2014-03-22 21:23:19 UTC
60,1,positive,2014-03-21T06:52:32Z,2014-03-22 21:23:19 UTC,2014-03-22 21:23:19 UTC
61,1,neutral,2014-03-21T06:50:45Z,2014-03-22 21:23:20 UTC,2014-03-22 21:23:20 UTC
62,1,positive,2014-03-21T06:50:37Z,2014-03-22 21:23:20 UTC,2014-03-22 21:23:20 UTC
63,1,neutral,2014-03-21T08:12:38Z,2014-03-22 21:23:20 UTC,2014-03-22 21:23:20 UTC
64,1,negative,2014-03-21T08:10:19Z,2014-03-22 21:23:20 UTC,2014-03-22 21:23:20 UTC
65,1,positive,2014-03-21T08:10:00Z,2014-03-22 21:23:30 UTC,2014-03-22 21:23:30 UTC
66,1,negative,2014-03-21T08:09:43Z,2014-03-22 21:23:30 UTC,2014-03-22 21:23:30 UTC
67,1,positive,2014-03-21T08:08:32Z,2014-03-22 21:23:30 UTC,2014-03-22 21:23:30 UTC
68,1,negative,2014-03-21T08:06:46Z,2014-03-22 21:23:31 UTC,2014-03-22 21:23:31 UTC
69,1,neutral,2014-03-21T08:05:32Z,2014-03-22 21:23:31 UTC,2014-03-22 21:23:31 UTC
70,1,negative,2014-03-21T08:04:54Z,2014-03-22 21:23:31 UTC,2014-03-22 21:23:31 UTC
71,1,positive,2014-03-21T08:01:13Z,2014-03-22 21:23:32 UTC,2014-03-22 21:23:32 UTC
72,1,positive,2014-03-21T07:58:02Z,2014-03-22 21:23:32 UTC,2014-03-22 21:23:32 UTC
73,1,neutral,2014-03-21T07:57:51Z,2014-03-22 21:23:32 UTC,2014-03-22 21:23:32 UTC
74,1,neutral,2014-03-21T07:57:30Z,2014-03-22 21:23:32 UTC,2014-03-22 21:23:32 UTC
75,1,negative,2014-03-21T07:57:27Z,2014-03-22 21:23:33 UTC,2014-03-22 21:23:33 UTC
76,1,positive,2014-03-21T07:56:45Z,2014-03-22 21:23:33 UTC,2014-03-22 21:23:33 UTC
77,1,negative,2014-03-21T07:56:45Z,2014-03-22 21:23:33 UTC,2014-03-22 21:23:33 UTC
78,1,positive,2014-03-21T07:56:24Z,2014-03-22 21:23:34 UTC,2014-03-22 21:23:34 UTC
79,1,negative,2014-03-21T07:56:14Z,2014-03-22 21:23:34 UTC,2014-03-22 21:23:34 UTC
80,1,negative,2014-03-21T07:55:46Z,2014-03-22 21:23:34 UTC,2014-03-22 21:23:34 UTC
81,1,positive,2014-03-21T07:55:29Z,2014-03-22 21:23:34 UTC,2014-03-22 21:23:34 UTC
82,1,negative,2014-03-21T07:54:43Z,2014-03-22 21:23:35 UTC,2014-03-22 21:23:35 UTC
83,1,neutral,2014-03-21T07:54:17Z,2014-03-22 21:23:35 UTC,2014-03-22 21:23:35 UTC
84,1,positive,2014-03-21T07:53:53Z,2014-03-22 21:23:35 UTC,2014-03-22 21:23:35 UTC
85,1,negative,2014-03-21T07:53:23Z,2014-03-22 21:23:35 UTC,2014-03-22 21:23:35 UTC
86,1,positive,2014-03-21T07:53:13Z,2014-03-22 21:23:36 UTC,2014-03-22 21:23:36 UTC
87,1,neutral,2014-03-21T07:52:54Z,2014-03-22 21:23:36 UTC,2014-03-22 21:23:36 UTC
88,1,negative,2014-03-21T07:50:43Z,2014-03-22 21:23:36 UTC,2014-03-22 21:23:36 UTC
89,1,negative,2014-03-21T07:50:35Z,2014-03-22 21:23:37 UTC,2014-03-22 21:23:37 UTC
90,1,positive,2014-03-21T07:49:37Z,2014-03-22 21:23:37 UTC,2014-03-22 21:23:37 UTC
91,1,negative,2014-03-21T07:48:37Z,2014-03-22 21:23:37 UTC,2014-03-22 21:23:37 UTC
92,1,negative,2014-03-21T07:48:10Z,2014-03-22 21:23:37 UTC,2014-03-22 21:23:37 UTC
93,1,neutral,2014-03-21T07:47:14Z,2014-03-22 21:23:38 UTC,2014-03-22 21:23:38 UTC
94,1,negative,2014-03-21T07:46:49Z,2014-03-22 21:23:38 UTC,2014-03-22 21:23:38 UTC
95,1,positive,2014-03-21T07:46:34Z,2014-03-22 21:23:38 UTC,2014-03-22 21:23:38 UTC
96,1,negative,2014-03-21T07:46:04Z,2014-03-22 21:23:39 UTC,2014-03-22 21:23:39 UTC
97,1,positive,2014-03-21T07:45:47Z,2014-03-22 21:23:39 UTC,2014-03-22 21:23:39 UTC
98,1,negative,2014-03-21T07:45:16Z,2014-03-22 21:23:39 UTC,2014-03-22 21:23:39 UTC
99,1,neutral,2014-03-21T07:43:38Z,2014-03-22 21:23:40 UTC,2014-03-22 21:23:40 UTC
100,1,negative,2014-03-21T07:42:58Z,2014-03-22 21:23:40 UTC,2014-03-22 21:23:40 UTC
101,1,neutral,2014-03-21T07:41:07Z,2014-03-22 21:23:40 UTC,2014-03-22 21:23:40 UTC
102,1,negative,2014-03-21T07:39:34Z,2014-03-22 21:23:41 UTC,2014-03-22 21:23:41 UTC
103,1,negative,2014-03-21T07:38:27Z,2014-03-22 21:23:41 UTC,2014-03-22 21:23:41 UTC
104,1,positive,2014-03-21T07:38:16Z,2014-03-22 21:23:41 UTC,2014-03-22 21:23:41 UTC
105,1,positive,2014-03-21T07:38:04Z,2014-03-22 21:23:41 UTC,2014-03-22 21:23:41 UTC
106,1,positive,2014-03-21T07:38:03Z,2014-03-22 21:23:42 UTC,2014-03-22 21:23:42 UTC
107,1,neutral,2014-03-21T07:37:38Z,2014-03-22 21:23:42 UTC,2014-03-22 21:23:42 UTC
108,1,positive,2014-03-21T07:37:23Z,2014-03-22 21:23:42 UTC,2014-03-22 21:23:42 UTC
109,1,neutral,2014-03-21T07:36:33Z,2014-03-22 21:23:43 UTC,2014-03-22 21:23:43 UTC
110,1,positive,2014-03-21T07:35:54Z,2014-03-22 21:23:43 UTC,2014-03-22 21:23:43 UTC
111,1,negative,2014-03-21T07:35:24Z,2014-03-22 21:23:43 UTC,2014-03-22 21:23:43 UTC
112,1,negative,2014-03-21T07:34:42Z,2014-03-22 21:23:43 UTC,2014-03-22 21:23:43 UTC
113,1,negative,2014-03-21T07:34:03Z,2014-03-22 21:23:44 UTC,2014-03-22 21:23:44 UTC
114,1,neutral,2014-03-21T07:33:57Z,2014-03-22 21:23:44 UTC,2014-03-22 21:23:44 UTC
115,1,positive,2014-03-21T07:33:19Z,2014-03-22 21:23:44 UTC,2014-03-22 21:23:44 UTC
116,1,positive,2014-03-21T07:31:48Z,2014-03-22 21:23:44 UTC,2014-03-22 21:23:44 UTC
117,1,positive,2014-03-21T07:31:28Z,2014-03-22 21:23:45 UTC,2014-03-22 21:23:45 UTC
118,1,negative,2014-03-21T07:30:53Z,2014-03-22 21:23:45 UTC,2014-03-22 21:23:45 UTC
119,1,positive,2014-03-21T07:30:46Z,2014-03-22 21:23:45 UTC,2014-03-22 21:23:45 UTC
120,1,negative,2014-03-21T07:30:23Z,2014-03-22 21:23:46 UTC,2014-03-22 21:23:46 UTC
121,1,negative,2014-03-21T07:30:21Z,2014-03-22 21:23:46 UTC,2014-03-22 21:23:46 UTC
122,1,negative,2014-03-21T07:30:14Z,2014-03-22 21:23:46 UTC,2014-03-22 21:23:46 UTC
123,1,negative,2014-03-21T07:29:56Z,2014-03-22 21:23:47 UTC,2014-03-22 21:23:47 UTC
124,1,neutral,2014-03-21T09:20:32Z,2014-03-22 21:23:47 UTC,2014-03-22 21:23:47 UTC
125,1,negative,2014-03-21T09:17:49Z,2014-03-22 21:23:47 UTC,2014-03-22 21:23:47 UTC
126,1,neutral,2014-03-21T09:17:18Z,2014-03-22 21:23:47 UTC,2014-03-22 21:23:47 UTC
127,1,negative,2014-03-21T09:16:33Z,2014-03-22 21:23:48 UTC,2014-03-22 21:23:48 UTC
128,1,neutral,2014-03-21T09:13:06Z,2014-03-22 21:23:48 UTC,2014-03-22 21:23:48 UTC
129,1,neutral,2014-03-21T09:09:40Z,2014-03-22 21:23:48 UTC,2014-03-22 21:23:48 UTC
130,1,positive,2014-03-21T09:08:00Z,2014-03-22 21:23:48 UTC,2014-03-22 21:23:48 UTC
131,1,positive,2014-03-21T09:06:53Z,2014-03-22 21:23:49 UTC,2014-03-22 21:23:49 UTC
132,1,negative,2014-03-21T09:06:38Z,2014-03-22 21:23:49 UTC,2014-03-22 21:23:49 UTC
133,1,positive,2014-03-21T09:04:57Z,2014-03-22 21:23:49 UTC,2014-03-22 21:23:49 UTC
134,1,positive,2014-03-21T09:03:27Z,2014-03-22 21:23:50 UTC,2014-03-22 21:23:50 UTC
135,1,negative,2014-03-21T09:02:15Z,2014-03-22 21:23:50 UTC,2014-03-22 21:23:50 UTC
136,1,neutral,2014-03-21T08:59:49Z,2014-03-22 21:23:50 UTC,2014-03-22 21:23:50 UTC
137,1,negative,2014-03-21T08:57:20Z,2014-03-22 21:23:50 UTC,2014-03-22 21:23:50 UTC
138,1,positive,2014-03-21T08:57:10Z,2014-03-22 21:23:51 UTC,2014-03-22 21:23:51 UTC
139,1,positive,2014-03-21T08:55:01Z,2014-03-22 21:23:51 UTC,2014-03-22 21:23:51 UTC
140,1,positive,2014-03-21T08:52:26Z,2014-03-22 21:23:51 UTC,2014-03-22 21:23:51 UTC
141,1,neutral,2014-03-21T08:50:19Z,2014-03-22 21:23:52 UTC,2014-03-22 21:23:52 UTC
142,1,positive,2014-03-21T08:46:39Z,2014-03-22 21:23:52 UTC,2014-03-22 21:23:52 UTC
143,1,positive,2014-03-21T08:46:19Z,2014-03-22 21:23:52 UTC,2014-03-22 21:23:52 UTC
144,1,negative,2014-03-21T08:46:15Z,2014-03-22 21:23:53 UTC,2014-03-22 21:23:53 UTC
145,1,positive,2014-03-21T08:45:35Z,2014-03-22 21:23:53 UTC,2014-03-22 21:23:53 UTC
146,1,neutral,2014-03-21T08:44:57Z,2014-03-22 21:23:53 UTC,2014-03-22 21:23:53 UTC
147,1,negative,2014-03-21T08:44:03Z,2014-03-22 21:23:53 UTC,2014-03-22 21:23:53 UTC
148,1,negative,2014-03-21T08:43:04Z,2014-03-22 21:23:54 UTC,2014-03-22 21:23:54 UTC
149,1,negative,2014-03-21T08:42:33Z,2014-03-22 21:23:54 UTC,2014-03-22 21:23:54 UTC
150,1,negative,2014-03-21T08:42:13Z,2014-03-22 21:23:54 UTC,2014-03-22 21:23:54 UTC
151,1,neutral,2014-03-21T08:41:18Z,2014-03-22 21:23:55 UTC,2014-03-22 21:23:55 UTC
152,1,negative,2014-03-21T08:39:14Z,2014-03-22 21:23:55 UTC,2014-03-22 21:23:55 UTC
153,1,positive,2014-03-21T08:37:53Z,2014-03-22 21:23:55 UTC,2014-03-22 21:23:55 UTC
154,1,positive,2014-03-21T08:35:21Z,2014-03-22 21:23:55 UTC,2014-03-22 21:23:55 UTC
155,1,neutral,2014-03-21T08:34:01Z,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
156,1,positive,2014-03-21T08:33:49Z,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
157,1,positive,2014-03-21T08:33:12Z,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
158,1,negative,2014-03-21T08:31:19Z,2014-03-22 21:23:57 UTC,2014-03-22 21:23:57 UTC
159,1,neutral,2014-03-21T08:30:51Z,2014-03-22 21:23:57 UTC,2014-03-22 21:23:57 UTC
160,1,positive,2014-03-21T08:30:37Z,2014-03-22 21:23:57 UTC,2014-03-22 21:23:57 UTC
161,1,neutral,2014-03-21T08:30:30Z,2014-03-22 21:23:57 UTC,2014-03-22 21:23:57 UTC
162,1,negative,2014-03-21T08:29:21Z,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
163,1,negative,2014-03-21T08:28:42Z,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
164,1,negative,2014-03-21T08:27:39Z,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
165,1,positive,2014-03-21T08:27:12Z,2014-03-22 21:23:59 UTC,2014-03-22 21:23:59 UTC
166,1,positive,2014-03-21T08:26:57Z,2014-03-22 21:23:59 UTC,2014-03-22 21:23:59 UTC
167,1,positive,2014-03-21T08:25:57Z,2014-03-22 21:23:59 UTC,2014-03-22 21:23:59 UTC
168,1,neutral,2014-03-21T08:25:11Z,2014-03-22 21:23:59 UTC,2014-03-22 21:23:59 UTC
169,1,neutral,2014-03-21T08:21:18Z,2014-03-22 21:24:00 UTC,2014-03-22 21:24:00 UTC
170,1,negative,2014-03-21T08:20:02Z,2014-03-22 21:24:00 UTC,2014-03-22 21:24:00 UTC
171,1,negative,2014-03-21T08:19:17Z,2014-03-22 21:24:00 UTC,2014-03-22 21:24:00 UTC
172,1,positive,2014-03-21T08:18:13Z,2014-03-22 21:24:01 UTC,2014-03-22 21:24:01 UTC
173,1,negative,2014-03-21T08:14:33Z,2014-03-22 21:24:01 UTC,2014-03-22 21:24:01 UTC
174,1,negative,2014-03-21T08:14:21Z,2014-03-22 21:24:01 UTC,2014-03-22 21:24:01 UTC
175,1,neutral,2014-03-21T08:12:38Z,2014-03-22 21:24:02 UTC,2014-03-22 21:24:02 UTC
176,1,neutral,2014-03-22T16:38:25Z,2014-03-22 21:24:02 UTC,2014-03-22 21:24:02 UTC
177,1,positive,2014-03-22T09:16:43Z,2014-03-22 21:24:02 UTC,2014-03-22 21:24:02 UTC
178,1,positive,2014-03-22T08:08:51Z,2014-03-22 21:24:02 UTC,2014-03-22 21:24:02 UTC
179,1,positive,2014-03-22T06:35:55Z,2014-03-22 21:24:03 UTC,2014-03-22 21:24:03 UTC
180,1,positive,2014-03-22T05:35:57Z,2014-03-22 21:24:03 UTC,2014-03-22 21:24:03 UTC
181,1,neutral,2014-03-22T01:54:37Z,2014-03-22 21:24:03 UTC,2014-03-22 21:24:03 UTC
182,1,neutral,2014-03-22T01:34:21Z,2014-03-22 21:24:04 UTC,2014-03-22 21:24:04 UTC
183,1,neutral,2014-03-22T01:02:39Z,2014-03-22 21:24:04 UTC,2014-03-22 21:24:04 UTC
184,1,positive,2014-03-21T23:04:13Z,2014-03-22 21:24:04 UTC,2014-03-22 21:24:04 UTC
185,1,negative,2014-03-21T22:55:54Z,2014-03-22 21:24:05 UTC,2014-03-22 21:24:05 UTC
186,1,positive,2014-03-21T19:44:26Z,2014-03-22 21:24:05 UTC,2014-03-22 21:24:05 UTC
187,1,negative,2014-03-21T14:10:37Z,2014-03-22 21:24:05 UTC,2014-03-22 21:24:05 UTC
188,1,negative,2014-03-21T11:13:54Z,2014-03-22 21:24:05 UTC,2014-03-22 21:24:05 UTC
189,1,negative,2014-03-21T11:12:55Z,2014-03-22 21:24:06 UTC,2014-03-22 21:24:06 UTC
190,1,negative,2014-03-21T11:10:04Z,2014-03-22 21:24:06 UTC,2014-03-22 21:24:06 UTC
191,1,negative,2014-03-21T11:07:44Z,2014-03-22 21:24:06 UTC,2014-03-22 21:24:06 UTC
192,1,positive,2014-03-21T11:06:29Z,2014-03-22 21:24:07 UTC,2014-03-22 21:24:07 UTC
193,1,positive,2014-03-21T11:05:20Z,2014-03-22 21:24:07 UTC,2014-03-22 21:24:07 UTC
194,1,negative,2014-03-21T11:04:13Z,2014-03-22 21:24:07 UTC,2014-03-22 21:24:07 UTC
195,1,negative,2014-03-21T11:02:29Z,2014-03-22 21:24:07 UTC,2014-03-22 21:24:07 UTC
196,1,positive,2014-03-21T11:01:55Z,2014-03-22 21:24:08 UTC,2014-03-22 21:24:08 UTC
197,1,neutral,2014-03-21T10:59:34Z,2014-03-22 21:24:08 UTC,2014-03-22 21:24:08 UTC
198,1,negative,2014-03-21T10:52:46Z,2014-03-22 21:24:08 UTC,2014-03-22 21:24:08 UTC
199,1,neutral,2014-03-21T10:52:27Z,2014-03-22 21:24:09 UTC,2014-03-22 21:24:09 UTC
200,1,negative,2014-03-21T10:51:38Z,2014-03-22 21:24:09 UTC,2014-03-22 21:24:09 UTC
201,1,positive,2014-03-21T10:51:37Z,2014-03-22 21:24:09 UTC,2014-03-22 21:24:09 UTC
202,1,positive,2014-03-21T10:51:05Z,2014-03-22 21:24:09 UTC,2014-03-22 21:24:09 UTC
203,1,negative,2014-03-21T10:50:54Z,2014-03-22 21:24:10 UTC,2014-03-22 21:24:10 UTC
204,1,positive,2014-03-21T10:50:47Z,2014-03-22 21:24:10 UTC,2014-03-22 21:24:10 UTC
205,1,neutral,2014-03-21T10:50:45Z,2014-03-22 21:24:10 UTC,2014-03-22 21:24:10 UTC
206,1,positive,2014-03-21T10:48:00Z,2014-03-22 21:24:11 UTC,2014-03-22 21:24:11 UTC
207,1,negative,2014-03-21T10:44:37Z,2014-03-22 21:24:11 UTC,2014-03-22 21:24:11 UTC
208,1,negative,2014-03-21T10:43:06Z,2014-03-22 21:24:11 UTC,2014-03-22 21:24:11 UTC
209,1,neutral,2014-03-21T10:40:44Z,2014-03-22 21:24:12 UTC,2014-03-22 21:24:12 UTC
210,1,positive,2014-03-21T10:33:59Z,2014-03-22 21:24:12 UTC,2014-03-22 21:24:12 UTC
211,1,neutral,2014-03-21T10:33:13Z,2014-03-22 21:24:12 UTC,2014-03-22 21:24:12 UTC
212,1,neutral,2014-03-21T10:30:29Z,2014-03-22 21:24:12 UTC,2014-03-22 21:24:12 UTC
213,1,positive,2014-03-21T10:26:44Z,2014-03-22 21:24:13 UTC,2014-03-22 21:24:13 UTC
214,1,neutral,2014-03-21T10:24:07Z,2014-03-22 21:24:13 UTC,2014-03-22 21:24:13 UTC
215,1,positive,2014-03-21T10:18:53Z,2014-03-22 21:24:13 UTC,2014-03-22 21:24:13 UTC
216,1,negative,2014-03-21T10:18:02Z,2014-03-22 21:24:14 UTC,2014-03-22 21:24:14 UTC
217,1,positive,2014-03-21T10:16:31Z,2014-03-22 21:24:14 UTC,2014-03-22 21:24:14 UTC
218,1,negative,2014-03-21T10:14:42Z,2014-03-22 21:24:14 UTC,2014-03-22 21:24:14 UTC
219,1,positive,2014-03-21T10:11:40Z,2014-03-22 21:24:14 UTC,2014-03-22 21:24:14 UTC
220,1,positive,2014-03-21T10:11:39Z,2014-03-22 21:24:15 UTC,2014-03-22 21:24:15 UTC
221,1,negative,2014-03-21T10:10:55Z,2014-03-22 21:24:15 UTC,2014-03-22 21:24:15 UTC
222,1,negative,2014-03-21T10:10:14Z,2014-03-22 21:24:15 UTC,2014-03-22 21:24:15 UTC
223,1,negative,2014-03-21T10:07:31Z,2014-03-22 21:24:15 UTC,2014-03-22 21:24:15 UTC
224,1,negative,2014-03-21T10:07:03Z,2014-03-22 21:24:16 UTC,2014-03-22 21:24:16 UTC
225,1,positive,2014-03-21T10:05:51Z,2014-03-22 21:24:16 UTC,2014-03-22 21:24:16 UTC
226,1,positive,2014-03-21T10:05:13Z,2014-03-22 21:24:16 UTC,2014-03-22 21:24:16 UTC
227,1,neutral,2014-03-21T10:03:35Z,2014-03-22 21:24:17 UTC,2014-03-22 21:24:17 UTC
228,1,negative,2014-03-21T10:03:28Z,2014-03-22 21:24:17 UTC,2014-03-22 21:24:17 UTC
229,1,neutral,2014-03-21T10:02:25Z,2014-03-22 21:24:17 UTC,2014-03-22 21:24:17 UTC
230,1,positive,2014-03-21T10:02:02Z,2014-03-22 21:24:17 UTC,2014-03-22 21:24:17 UTC
231,1,negative,2014-03-21T09:59:41Z,2014-03-22 21:24:18 UTC,2014-03-22 21:24:18 UTC
232,1,negative,2014-03-21T09:58:48Z,2014-03-22 21:24:18 UTC,2014-03-22 21:24:18 UTC
233,1,negative,2014-03-21T09:54:16Z,2014-03-22 21:24:18 UTC,2014-03-22 21:24:18 UTC
234,1,negative,2014-03-21T09:53:25Z,2014-03-22 21:24:19 UTC,2014-03-22 21:24:19 UTC
235,1,negative,2014-03-21T09:49:40Z,2014-03-22 21:24:19 UTC,2014-03-22 21:24:19 UTC
236,1,neutral,2014-03-21T09:45:52Z,2014-03-22 21:24:19 UTC,2014-03-22 21:24:19 UTC
237,1,positive,2014-03-21T09:45:13Z,2014-03-22 21:24:19 UTC,2014-03-22 21:24:19 UTC
238,1,positive,2014-03-21T09:45:05Z,2014-03-22 21:24:20 UTC,2014-03-22 21:24:20 UTC
239,1,neutral,2014-03-21T09:43:53Z,2014-03-22 21:24:20 UTC,2014-03-22 21:24:20 UTC
240,1,positive,2014-03-21T09:43:33Z,2014-03-22 21:24:23 UTC,2014-03-22 21:24:23 UTC
241,1,neutral,2014-03-21T09:39:52Z,2014-03-22 21:24:23 UTC,2014-03-22 21:24:23 UTC
242,1,neutral,2014-03-21T09:38:35Z,2014-03-22 21:24:24 UTC,2014-03-22 21:24:24 UTC
243,1,negative,2014-03-21T09:38:32Z,2014-03-22 21:24:24 UTC,2014-03-22 21:24:24 UTC
244,1,positive,2014-03-21T09:33:59Z,2014-03-22 21:24:24 UTC,2014-03-22 21:24:24 UTC
245,1,positive,2014-03-21T09:30:46Z,2014-03-22 21:24:25 UTC,2014-03-22 21:24:25 UTC
246,1,positive,2014-03-21T09:26:41Z,2014-03-22 21:24:25 UTC,2014-03-22 21:24:25 UTC
247,1,negative,2014-03-21T09:23:27Z,2014-03-22 21:24:25 UTC,2014-03-22 21:24:25 UTC
